visit_id,start,step_1,step_2,confirm,Confirmed
543299852_979284217_140957,4,1,1,1,Confirmed
543313435_84580531923_619962,2,1,2,1,Confirmed
543375080_75995503110_857852,1,1,1,1,Confirmed
543509115_53377104196_564890,1,1,2,1,Confirmed
543596013_94635078440_418892,1,1,1,1,Confirmed
54361485_52518127700_402012,1,1,1,1,Confirmed
543664833_81490972140_957064,1,1,1,1,Confirmed
543809960_82476527561_150044,1,1,1,1,Confirmed
543812517_61114794515_81672,1,1,1,1,Confirmed
543821240_41240944089_630768,1,1,1,1,Confirmed
54389497_57199898354_776318,1,1,1,1,Confirmed
54399301_50463641331_11359,1,1,1,1,Confirmed
544080072_84280014218_745027,1,1,1,1,Confirmed
544118853_20745672161_771626,1,1,2,1,Confirmed
544229549_13312034511_651124,1,1,1,1,Confirmed
544250151_85135083245_136433,2,1,1,1,Confirmed
544381195_4285452023_55584,2,1,1,1,Confirmed
544432032_25925183167_341748,1,1,1,1,Confirmed
544442402_2001500033_152529,1,1,1,1,Confirmed
54445630_72327968227_454622,3,4,3,1,Confirmed
544475143_7724562341_320634,1,1,1,1,Confirmed
544492373_70251394001_219203,1,1,1,1,Confirmed
544596611_19973564894_514870,1,1,1,1,Confirmed
544643766_37939356094_358434,1,1,1,1,Confirmed
544731131_81872244551_352856,6,3,4,1,Confirmed
544735706_36372768137_177764,2,2,2,2,Confirmed
544854851_54054145509_332384,1,1,1,1,Confirmed
544889033_23167111089_57476,1,1,1,1,Confirmed
544897400_70691300477_994398,1,1,1,1,Confirmed
544987705_1115476556_979374,4,2,4,2,Confirmed
544994605_25266447912_814357,1,1,1,1,Confirmed
545046166_89965999637_422490,1,1,1,1,Confirmed
545051623_93214457722_606847,1,1,1,1,Confirmed
545094488_60649989246_902392,1,1,1,1,Confirmed
545197972_81717643161_223820,1,1,1,1,Confirmed
54523331_64058351462_693094,1,1,1,1,Confirmed
545233748_76625092473_92864,1,1,1,1,Confirmed
545263002_89104969081_556787,1,1,1,1,Confirmed
545264714_48363983414_235523,2,1,1,1,Confirmed
54528163_20581747132_680826,1,1,1,1,Confirmed
545288498_48794423837_18401,1,1,1,1,Confirmed
545384654_33634223474_92448,1,1,1,1,Confirmed
545490624_13229605187_482817,4,1,2,2,Confirmed
545534470_5635716155_93472,1,1,3,1,Confirmed
545547119_36204916709_6184,1,1,1,1,Confirmed
545562116_69795800555_216824,1,2,2,2,Confirmed
545607397_31272228748_883652,1,1,1,1,Confirmed
54566028_78791326321_686569,1,1,1,1,Confirmed
545673305_98520910344_619855,1,1,1,1,Confirmed
545701604_69968428710_913269,1,1,1,1,Confirmed
54573125_76413870309_271823,1,1,1,1,Confirmed
545733245_59755182404_726460,1,1,1,1,Confirmed
545927535_52941898555_123017,2,3,1,1,Confirmed
546034113_12832266526_174935,1,1,1,1,Confirmed
546035911_65126791704_886154,1,1,1,2,Confirmed
54621924_83075492174_824281,1,1,1,1,Confirmed
546242708_91525582387_544158,4,2,1,1,Confirmed
54624460_59462241423_623373,1,1,2,2,Confirmed
546332629_22874401313_471384,1,1,3,1,Confirmed
54641460_10874252204_980378,1,4,3,1,Confirmed
546426741_48312274236_296006,1,1,1,1,Confirmed
546578827_9035453221_900880,1,1,1,1,Confirmed
546646951_75453750956_733631,1,1,1,1,Confirmed
546658462_98535950325_11487,1,1,1,1,Confirmed
54672506_60307809635_744633,1,1,1,4,Confirmed
546736024_18562293905_112979,1,1,1,1,Confirmed
546804297_54313479650_735372,1,1,1,1,Confirmed
546817322_30139416227_823395,1,1,1,1,Confirmed
547033741_87839330072_111416,1,1,1,1,Confirmed
547234929_54111172602_401181,1,1,1,1,Confirmed
547474037_36420544507_856708,1,1,1,1,Confirmed
54748636_88014965808_136751,1,1,1,3,Confirmed
547616593_17555042090_608351,1,1,1,1,Confirmed
547723795_15095009016_767042,1,1,1,1,Confirmed
547754089_40233629600_807372,1,1,1,1,Confirmed
547825528_64224963470_427319,1,1,1,1,Confirmed
547840664_69883128984_285866,2,1,1,1,Confirmed
547919985_1772577124_593587,1,1,1,3,Confirmed
548030298_70947798816_399338,1,1,1,1,Confirmed
548044212_56863950666_381565,1,1,2,1,Confirmed
548062110_62463232040_538984,1,3,2,1,Confirmed
548131385_60837543518_497448,1,1,1,1,Confirmed
548142448_97294386758_619027,1,1,1,1,Confirmed
548218409_93778639599_283696,1,1,1,3,Confirmed
548256442_15071491268_17777,1,1,1,1,Confirmed
548303845_45957705245_348107,4,1,1,1,Confirmed
548341289_26489598403_904058,2,2,1,1,Confirmed
548398148_11548685950_544959,1,1,1,1,Confirmed
548475556_56983640550_654557,1,1,1,1,Confirmed
548490398_16355419902_714597,1,1,1,1,Confirmed
548551844_36349592772_865777,1,1,1,1,Confirmed
548663568_94514458610_834775,1,1,1,1,Confirmed
548751898_43203059932_605066,1,1,1,1,Confirmed
5487661_33249439864_632163,1,1,1,1,Confirmed
548766329_82394453488_346806,1,1,1,1,Confirmed
548771819_46695593082_269183,1,1,1,1,Confirmed
548864121_46760171798_262049,1,2,2,1,Confirmed
548875581_13090321685_963967,1,1,1,1,Confirmed
548914209_90662749851_7379,1,1,1,1,Confirmed
549244146_51074568100_149823,3,1,1,1,Confirmed
549259886_58472630418_327397,1,1,1,1,Confirmed
549282887_84392990242_378755,1,1,1,1,Confirmed
549292082_90845647351_871679,1,1,1,1,Confirmed
549590961_50407553514_755239,1,1,1,1,Confirmed
549647877_94576624451_726377,1,1,1,1,Confirmed
549679998_45662264078_521527,1,1,1,1,Confirmed
549827044_65260942133_260261,1,1,1,1,Confirmed
549856777_44195886165_496779,1,2,2,1,Confirmed
549897878_78881267327_160735,1,1,1,3,Confirmed
549937529_27971796157_338439,1,1,1,1,Confirmed
549980107_32007632064_112805,1,1,1,1,Confirmed
550064281_53800677843_399172,1,1,1,1,Confirmed
550087356_45069252077_920399,1,1,1,1,Confirmed
550095533_94433048867_664382,1,1,1,1,Confirmed
550096698_59314426630_666250,1,1,1,1,Confirmed
550129846_94634376337_913867,2,1,1,1,Confirmed
550130498_78836335350_405348,1,1,1,1,Confirmed
550178733_37305244018_532381,1,1,1,1,Confirmed
550193303_82892462222_427753,3,3,3,1,Confirmed
550366185_8958638554_593996,2,2,2,1,Confirmed
550516952_34109389508_860465,1,1,3,1,Confirmed
550573761_8952701550_477083,1,1,1,1,Confirmed
550781587_87693271476_981859,1,1,1,1,Confirmed
550945464_25990600160_570456,1,1,1,1,Confirmed
55097854_91390363222_19249,1,1,2,1,Confirmed
5509917_15424588021_110945,1,1,1,1,Confirmed
551015640_28753789510_76515,1,1,1,1,Confirmed
551029508_10034183234_984355,1,1,1,1,Confirmed
55113588_87158049625_420560,1,1,1,1,Confirmed
55123590_33617947302_265483,2,1,1,1,Confirmed
551294107_77841287374_380451,2,1,1,1,Confirmed
551319223_28214785898_885073,1,1,1,1,Confirmed
55136102_87991223814_926658,2,2,2,1,Confirmed
551381459_25624183025_223081,1,1,1,1,Confirmed
551560713_15683023056_96885,1,1,1,2,Confirmed
551573838_35642805853_944052,1,1,1,1,Confirmed
551682484_37584625256_574237,1,1,1,1,Confirmed
551699389_8853924940_646148,1,1,1,1,Confirmed
551701440_51576294957_240500,1,1,1,1,Confirmed
551802510_99265391572_893126,1,1,1,1,Confirmed
551823391_47617427821_439589,1,1,1,1,Confirmed
551871173_44590420246_228243,1,1,1,1,Confirmed
552175708_12033828242_402609,2,2,3,1,Confirmed
552182607_79822145163_366713,1,1,1,1,Confirmed
55221617_75450536583_349839,2,3,1,1,Confirmed
552226638_17852291933_139757,1,1,1,1,Confirmed
552243607_68541046415_169793,1,1,1,1,Confirmed
552400213_73120063834_70516,1,1,1,1,Confirmed
552431430_8700533753_548422,1,1,1,1,Confirmed
552432578_85381278848_359686,1,1,1,1,Confirmed
552532677_81958703653_337134,1,1,1,1,Confirmed
552541561_23830734249_451108,1,1,1,3,Confirmed
552636396_29294754711_945233,1,1,1,1,Confirmed
552699117_73707144248_386440,1,1,1,1,Confirmed
552705405_28456895080_772653,1,1,1,1,Confirmed
552736584_48961753432_73797,1,1,1,1,Confirmed
55275547_42495962544_38757,1,1,1,1,Confirmed
552790062_29051506413_427200,1,1,1,1,Confirmed
552797314_35819258157_230635,1,1,1,1,Confirmed
55287108_76878886518_328464,1,1,1,1,Confirmed
552891317_71336832403_180771,3,2,1,1,Confirmed
55294868_16623248117_984871,1,1,1,1,Confirmed
552951904_81398552699_577636,1,1,1,1,Confirmed
552989330_98086613937_790648,1,2,2,1,Confirmed
553062036_65470993434_339907,1,1,1,1,Confirmed
553097735_64707288247_392352,1,1,1,1,Confirmed
553125836_59200340842_278248,1,1,1,1,Confirmed
553169909_76266907529_783115,1,1,1,1,Confirmed
553171641_84551524142_929668,1,1,1,1,Confirmed
553181052_16682674193_819735,3,1,1,1,Confirmed
553205853_93992856905_815292,2,2,1,1,Confirmed
553434572_54272574698_710605,1,1,1,1,Confirmed
55344865_38580178855_259881,2,1,1,1,Confirmed
553503676_96029464416_978194,1,1,1,1,Confirmed
553546619_73785934643_804629,1,1,1,1,Confirmed
553620893_15160845500_17456,1,1,1,1,Confirmed
553726938_61487906328_964752,2,1,1,1,Confirmed
553815437_52407160317_817510,1,1,1,1,Confirmed
553835901_1420378111_408764,2,1,1,1,Confirmed
553885706_53766425773_537741,1,2,2,1,Confirmed
553981997_92502880348_538440,1,1,1,1,Confirmed
554112698_27422696852_504160,4,5,3,2,Confirmed
554153741_462358473_551665,1,1,1,1,Confirmed
554168422_60159574059_16522,2,2,1,1,Confirmed
554221107_17009707301_2430,1,1,1,1,Confirmed
554251185_35502458667_168741,1,1,1,1,Confirmed
554251991_95893875817_550677,1,1,3,1,Confirmed
554294083_27037398129_666749,1,1,1,1,Confirmed
554374472_97554156192_279292,1,1,1,1,Confirmed
554376330_50249240770_330698,1,1,1,1,Confirmed
554557650_96727663323_117181,1,1,1,1,Confirmed
554567704_28738185913_207891,2,2,1,2,Confirmed
554589671_66606821790_908024,2,1,1,1,Confirmed
554616366_59392345534_732127,1,1,1,1,Confirmed
554633821_57972552635_843937,1,1,1,1,Confirmed
55465378_98641923130_58660,2,1,1,1,Confirmed
554774449_55863428905_130285,1,1,1,1,Confirmed
554888978_37725970821_48093,1,1,1,1,Confirmed
554947831_54203566429_956658,1,1,2,1,Confirmed
554966094_23672366928_736512,1,1,1,1,Confirmed
555025992_18449177370_731620,1,1,1,1,Confirmed
555105259_89692227616_709556,2,2,1,1,Confirmed
555244919_54129866804_828859,1,1,1,1,Confirmed
555313142_96164860388_459647,1,1,1,1,Confirmed
555313936_41887861113_521422,1,1,1,1,Confirmed
555360236_9569141201_585533,1,1,1,1,Confirmed
555422859_74583950012_492700,1,1,1,1,Confirmed
555454806_62096654638_556301,1,1,1,2,Confirmed
555508698_2690785436_602402,1,1,1,1,Confirmed
555646160_98190873764_211064,1,1,1,1,Confirmed
555777661_38110902016_937851,3,1,1,3,Confirmed
555831840_45712328951_542231,1,1,1,1,Confirmed
555854854_79930377702_629003,2,1,1,1,Confirmed
555886912_59966548462_601047,1,1,1,1,Confirmed
555979295_64095332053_240226,4,2,1,1,Confirmed
556101387_13018198658_594203,1,1,1,1,Confirmed
556170131_46575114425_334078,1,1,1,1,Confirmed
556190286_38989441694_119328,1,1,1,2,Confirmed
556205942_51069513909_486220,1,1,1,1,Confirmed
556213968_31656061931_621535,1,1,1,1,Confirmed
556248834_9780486180_964332,1,1,1,1,Confirmed
556460128_26623379813_244675,1,1,1,1,Confirmed
556519676_95425299432_768727,1,2,2,1,Confirmed
5566575_95611765153_288686,1,1,1,1,Confirmed
556821841_14029841701_264044,1,1,1,1,Confirmed
556938768_5396749383_343002,1,1,4,1,Confirmed
556969513_42584631521_997621,1,1,1,1,Confirmed
556978461_81914618676_10707,2,1,1,1,Confirmed
557119464_7791304968_493114,1,1,1,1,Confirmed
557122564_84464106853_481228,2,1,1,1,Confirmed
557351062_50421667898_912949,1,1,1,1,Confirmed
557369780_54827124309_405218,2,1,1,1,Confirmed
557525210_63604575570_853158,1,1,1,1,Confirmed
557580521_52756400058_168120,1,1,1,1,Confirmed
557620541_50195441568_376329,2,1,1,1,Confirmed
557735581_62194501887_38135,1,1,1,1,Confirmed
557765647_41003667793_217720,2,2,1,1,Confirmed
557772108_57476389670_457848,1,1,1,1,Confirmed
557786093_64630812149_441268,1,1,1,1,Confirmed
557900702_1443110889_97332,1,1,1,1,Confirmed
557917850_24809804126_991614,1,1,1,1,Confirmed
558039905_6181111408_897353,1,1,2,1,Confirmed
558127539_84317648709_504768,1,2,3,1,Confirmed
558151369_8993525506_15003,2,2,1,1,Confirmed
558165034_68406992285_838595,2,2,1,1,Confirmed
558275211_51987825710_417581,1,1,1,1,Confirmed
558310777_82719269679_518756,2,1,1,1,Confirmed
558407077_13442074434_18507,2,1,1,1,Confirmed
558483289_20974205101_330247,1,1,2,1,Confirmed
55849418_39884214350_881617,1,2,2,1,Confirmed
558695320_89072593015_629536,1,1,1,1,Confirmed
558753670_46177938391_30687,1,1,1,1,Confirmed
558792996_42860388606_262264,1,1,1,1,Confirmed
558826374_55614945180_558241,1,1,1,1,Confirmed
558994004_46407155809_463336,1,1,1,1,Confirmed
558997222_59887691728_175700,1,1,1,1,Confirmed
559172499_13371479386_33482,1,1,1,1,Confirmed
559239289_61899731331_81953,1,1,1,1,Confirmed
559367270_10978558979_950585,1,1,1,1,Confirmed
559535293_53271735179_773538,1,1,1,1,Confirmed
559601592_6723539946_778423,1,1,1,1,Confirmed
55978443_70043360919_584973,1,1,1,1,Confirmed
559827674_84597749331_835219,1,1,1,1,Confirmed
560007688_85715479118_23682,1,1,1,1,Confirmed
560369078_39139462869_340035,1,1,2,1,Confirmed
560378616_29091067286_905393,1,3,1,1,Confirmed
560383203_31040087159_945900,1,1,1,1,Confirmed
560410355_92704561856_160983,1,1,2,1,Confirmed
560427904_33844312437_954843,2,3,3,1,Confirmed
560454235_31414038565_287580,1,1,1,1,Confirmed
56045457_38579829713_430228,1,1,1,1,Confirmed
560569138_5480899809_953281,1,1,1,1,Confirmed
560678516_83076632844_708303,1,1,1,1,Confirmed
560757203_76470432110_923100,1,1,1,1,Confirmed
560849161_61627738818_232783,1,1,1,1,Confirmed
560905051_8708695464_99380,2,1,1,1,Confirmed
560922124_69281474422_689681,1,1,1,1,Confirmed
560947916_36311597878_762753,2,2,2,3,Confirmed
560997298_6365491498_618314,1,1,3,1,Confirmed
561013382_77917467719_328971,1,2,1,1,Confirmed
561177630_74409575448_992323,1,1,1,1,Confirmed
561288356_8619712464_55910,1,1,1,1,Confirmed
561335420_70194427724_357683,1,1,1,1,Confirmed
561621215_55368874634_347471,1,4,3,1,Confirmed
561712373_27912339738_162301,1,1,1,1,Confirmed
561810180_39732266291_791239,1,1,1,1,Confirmed
561971238_86538875433_862007,1,1,1,1,Confirmed
56202653_95859640480_237790,2,2,2,1,Confirmed
56218416_52284669106_415012,1,1,1,1,Confirmed
562225534_33985294555_713515,1,1,1,1,Confirmed
562307631_6798764558_225528,1,1,1,1,Confirmed
562311360_90522101539_993146,1,1,1,1,Confirmed
562331082_96175899527_311504,2,2,2,1,Confirmed
56235683_35765459924_185746,1,1,1,1,Confirmed
562631115_8760446710_770374,1,1,2,1,Confirmed
562641890_42326051504_696950,1,1,1,1,Confirmed
562752853_79238566265_365643,1,1,1,1,Confirmed
562761949_81969134004_330704,1,1,1,1,Confirmed
56281629_47123452485_102361,1,3,2,1,Confirmed
562834499_58065828168_727861,4,6,1,1,Confirmed
562918624_42658839408_839119,1,1,1,1,Confirmed
563118830_99417104118_623337,1,1,3,1,Confirmed
563160770_93400684701_811236,1,1,1,1,Confirmed
563284654_7126672203_349894,2,2,2,1,Confirmed
563521217_42823135861_264151,1,1,1,1,Confirmed
563658817_59837522166_242529,1,1,1,1,Confirmed
563666639_52043199971_398355,1,1,1,1,Confirmed
563827498_42778783490_643845,2,2,1,3,Confirmed
564089804_55005036571_948235,1,1,1,1,Confirmed
564179882_79328406316_425905,1,2,2,1,Confirmed
564220952_90085487688_591014,2,2,1,1,Confirmed
56434520_82440280875_254048,1,1,1,1,Confirmed
564456322_11635827351_72857,1,1,1,1,Confirmed
564567498_31600162933_147716,1,1,1,1,Confirmed
564611349_58782142615_866450,1,1,1,1,Confirmed
564732107_24525158208_200800,1,1,1,1,Confirmed
564753773_61370420631_960659,1,1,1,1,Confirmed
564766650_41165878962_756326,1,1,3,1,Confirmed
564774083_42411680131_143715,2,2,1,1,Confirmed
564801980_54043310762_723191,1,1,1,1,Confirmed
564992660_96187949308_412237,4,2,1,2,Confirmed
565013340_12327232787_218209,2,1,1,1,Confirmed
565179261_91183778706_239092,1,1,1,1,Confirmed
565195221_56198752277_104407,1,2,1,1,Confirmed
565214723_55981668990_861825,1,1,1,1,Confirmed
565304662_50309757856_158947,4,0,0,1,Confirmed
565340092_38837450616_407968,1,1,1,1,Confirmed
565376827_69678746473_728972,1,1,1,1,Confirmed
565383647_2684025964_533305,1,1,1,1,Confirmed
565398193_45926432578_953441,1,1,1,1,Confirmed
565555981_79109617863_936319,1,1,1,1,Confirmed
565558537_65573795471_34978,1,1,1,1,Confirmed
565592874_4403870702_566435,1,1,1,1,Confirmed
565816795_39917528760_831645,1,1,1,1,Confirmed
566118232_51602029557_335413,1,1,1,1,Confirmed
566177201_59408541151_464781,2,2,1,1,Confirmed
566190290_89574069961_923497,1,2,2,1,Confirmed
56621124_92431437273_117308,6,4,3,1,Confirmed
566491375_20997709842_67357,1,1,1,1,Confirmed
566574584_17932945594_299793,2,1,1,1,Confirmed
566618173_43589895575_277982,1,1,1,1,Confirmed
566705896_65348061581_295231,1,1,1,1,Confirmed
566811213_5400370788_302863,1,1,1,1,Confirmed
566824357_28897857653_565510,1,1,1,1,Confirmed
566921481_96599730748_844351,1,2,2,1,Confirmed
566927120_53289695889_794915,1,1,1,1,Confirmed
566964671_85752672553_764108,1,1,1,1,Confirmed
567033625_80264484954_209765,1,1,1,1,Confirmed
56704714_45512212462_182628,3,2,2,1,Confirmed
567168823_63002690178_610189,1,2,1,3,Confirmed
56717089_37834033432_256135,1,1,1,1,Confirmed
567270104_5288911570_916467,1,1,1,1,Confirmed
567309940_98683579613_677573,1,1,1,1,Confirmed
567361042_10580384874_112730,1,1,1,1,Confirmed
567418037_31975791624_855184,1,1,1,1,Confirmed
56749706_45921695808_947639,1,1,1,1,Confirmed
567506174_89851398811_687102,1,1,1,1,Confirmed
567570277_95976391438_985030,1,1,1,1,Confirmed
567692622_34497805434_860199,1,1,1,1,Confirmed
567752424_35875494806_473083,1,1,1,1,Confirmed
567759271_60781567612_354447,1,1,1,1,Confirmed
567866694_38810024204_820086,1,1,1,1,Confirmed
567882452_28985561373_219577,1,1,1,1,Confirmed
56791520_95735375612_130051,1,1,1,1,Confirmed
567960025_28964383454_868052,2,1,1,1,Confirmed
568063143_77307535385_793362,1,1,1,1,Confirmed
568240938_75545671392_206785,1,1,1,1,Confirmed
56827989_93596870654_76310,1,1,1,1,Confirmed
568439216_32011240530_260452,1,1,1,1,Confirmed
568459480_59444189310_60820,1,1,1,4,Confirmed
568492304_10306392757_109447,1,1,1,1,Confirmed
568567854_84674046856_213041,1,1,1,1,Confirmed
568574094_78055519962_376324,1,1,1,1,Confirmed
568767133_86145831198_328150,2,2,1,1,Confirmed
568773338_74584693260_668807,1,1,2,2,Confirmed
568819166_80596727019_75889,1,1,2,3,Confirmed
568933325_19247471339_984106,1,1,1,1,Confirmed
569000275_46350571266_922478,1,1,1,1,Confirmed
569003766_86906283323_418352,1,1,1,1,Confirmed
56900546_14185589719_767158,1,3,2,1,Confirmed
569070616_70990802926_960620,1,1,1,1,Confirmed
569073110_90848886893_968620,1,1,1,1,Confirmed
569188959_40767489847_824802,1,1,1,1,Confirmed
569213915_2227260038_791006,1,1,1,1,Confirmed
569306059_88488474869_68227,2,2,2,1,Confirmed
569365431_16083410809_924412,1,1,2,1,Confirmed
569388701_22330161496_59679,1,2,1,1,Confirmed
569519465_69950262304_942550,2,1,1,1,Confirmed
569592725_13057940231_698496,1,1,1,1,Confirmed
569596276_90485339632_802725,5,5,4,1,Confirmed
56982612_86439831505_148282,1,1,1,1,Confirmed
569884_88554028146_812783,1,1,1,1,Confirmed
569947535_3261500263_383446,1,1,2,1,Confirmed
569961228_74219691045_241341,1,1,1,1,Confirmed
569961955_60806059999_99544,2,2,3,1,Confirmed
570111078_27353018385_546283,3,1,1,1,Confirmed
570117428_90720146034_477725,1,1,1,1,Confirmed
570145734_18104611867_758643,1,1,1,1,Confirmed
570187714_53687348254_395316,1,1,1,1,Confirmed
570212431_43637235623_114066,1,1,1,1,Confirmed
570257413_83063021496_158400,1,1,1,1,Confirmed
570293958_98325340534_291013,1,1,1,1,Confirmed
570478596_94481827014_111738,1,1,1,1,Confirmed
570490327_71657075100_574500,2,3,3,1,Confirmed
570508901_29560325279_594735,1,1,1,1,Confirmed
570538961_84083170321_299138,1,1,2,1,Confirmed
570646799_92958210037_948685,1,1,1,1,Confirmed
570675601_63207906761_128631,1,2,2,1,Confirmed
570770652_50457080052_976860,1,1,2,1,Confirmed
570806102_27092632643_859322,1,1,2,1,Confirmed
570876209_68304885407_6948,1,1,1,1,Confirmed
570898168_57246946576_310271,1,1,1,1,Confirmed
570927348_66766632724_19685,1,1,1,1,Confirmed
570947773_52744876841_925495,1,1,1,1,Confirmed
570996053_58469322115_507853,1,1,1,1,Confirmed
57102636_12551868139_188874,4,6,4,1,Confirmed
571064679_46617394535_997284,2,2,2,1,Confirmed
571068593_88738877368_297284,1,1,1,1,Confirmed
571145851_80880852072_737169,1,1,1,1,Confirmed
571185526_81055557693_795334,2,1,1,2,Confirmed
571374416_92017173549_26423,1,1,1,1,Confirmed
571409930_32099249925_566355,1,1,2,1,Confirmed
571468996_83782540712_713240,1,3,4,1,Confirmed
571643228_65122934185_820605,1,2,2,1,Confirmed
571672374_61638566082_248536,1,1,1,1,Confirmed
571718790_35999238538_276742,1,1,1,1,Confirmed
571807327_70139107094_122440,1,1,1,1,Confirmed
571853189_82410841528_32204,1,1,1,1,Confirmed
57186888_84606854153_53019,1,1,1,1,Confirmed
571876853_91961339985_638464,2,2,2,2,Confirmed
57193998_12186953879_944073,3,1,1,1,Confirmed
571960185_71516103761_66549,2,2,1,1,Confirmed
572040376_7696967635_103685,1,1,1,1,Confirmed
57206938_58725925626_875323,1,1,1,1,Confirmed
572092140_46910698606_714147,1,1,1,1,Confirmed
572141196_37261373812_9811,1,1,1,1,Confirmed
572148721_17636713394_606471,1,1,1,1,Confirmed
572163360_10593488867_894626,1,1,1,1,Confirmed
572176278_72771909982_435086,1,1,2,1,Confirmed
572207756_7995551019_242847,1,1,1,1,Confirmed
572376107_25689242397_16862,1,1,1,1,Confirmed
572413785_45108807339_178045,1,1,1,1,Confirmed
57244564_20811161536_308362,1,1,3,1,Confirmed
572453732_5539549560_290410,1,1,1,1,Confirmed
572467773_71560925016_660028,1,1,1,1,Confirmed
572490556_13313477590_915230,1,1,1,1,Confirmed
572540758_78707106098_480074,1,1,1,1,Confirmed
572593703_54291268268_473794,1,1,1,3,Confirmed
572637545_19185874792_822517,1,1,1,1,Confirmed
572702143_17010579206_504780,1,1,1,1,Confirmed
572799759_13848500232_624309,1,1,1,1,Confirmed
572801138_21589117582_214966,1,1,1,1,Confirmed
572839616_59766131335_919076,1,2,2,1,Confirmed
572848054_27472184981_419285,1,1,1,1,Confirmed
572930251_13565176768_521460,1,1,1,1,Confirmed
572974385_99893466628_484533,1,1,1,1,Confirmed
572983251_62093714885_472310,1,1,2,1,Confirmed
572999750_44996972757_394310,1,1,1,1,Confirmed
573026485_31386241649_31570,2,3,5,1,Confirmed
573026880_41603487047_455481,2,2,4,1,Confirmed
57305212_90965165373_640083,1,1,1,1,Confirmed
573061200_81807737278_329670,1,1,1,1,Confirmed
573083028_14747291325_166719,1,1,1,1,Confirmed
573119241_7860715617_942242,1,1,1,1,Confirmed
573133875_28545244640_567918,1,1,1,1,Confirmed
573213513_5473888606_491015,1,1,1,1,Confirmed
573334581_11240139927_381546,3,1,1,1,Confirmed
573350287_72718882264_837697,1,1,1,1,Confirmed
573362206_20217283805_567549,1,2,2,1,Confirmed
57340272_74696671994_595408,2,1,1,1,Confirmed
573432896_68333098216_156325,1,1,1,1,Confirmed
57344223_59407398634_994856,1,1,1,1,Confirmed
57349654_61716837408_674584,1,1,1,1,Confirmed
573548230_96730848765_925261,1,1,1,1,Confirmed
57356057_94106832569_879247,2,2,1,1,Confirmed
573603175_29621645484_820852,2,2,2,1,Confirmed
573613158_55382966010_784228,2,2,2,2,Confirmed
573641920_43206299644_349537,2,2,2,1,Confirmed
573648492_32653219686_343356,1,1,1,1,Confirmed
573753182_22849645479_266704,1,1,3,1,Confirmed
573754410_5539419910_547588,2,2,2,1,Confirmed
573765782_20033342584_528855,1,1,1,1,Confirmed
573784859_65918934492_55419,3,1,1,1,Confirmed
573906657_18192147595_846362,1,1,2,1,Confirmed
574034387_73099447294_507543,3,3,1,2,Confirmed
574045476_80818646358_528173,3,2,1,1,Confirmed
574078500_49715500381_164185,1,1,1,1,Confirmed
574162876_48738505052_528866,1,1,1,1,Confirmed
574266964_20784685801_820053,1,1,1,1,Confirmed
574279158_59999952762_716100,1,1,1,1,Confirmed
574393006_99457470435_945638,1,1,1,1,Confirmed
574489641_57718823592_587592,1,1,1,1,Confirmed
574587954_46050639771_26798,1,1,1,1,Confirmed
574725720_31014282849_313108,1,1,1,1,Confirmed
574969330_16255230255_57191,1,1,1,1,Confirmed
575151379_20594202370_212895,1,1,1,1,Confirmed
57521594_91882646518_386323,1,1,1,1,Confirmed
575236017_78435279356_148407,1,1,1,1,Confirmed
575315691_91466150997_44464,1,1,1,1,Confirmed
575455479_88936391978_570156,1,1,1,1,Confirmed
575479144_70844184447_31253,1,1,1,1,Confirmed
575553205_58114718274_838577,4,1,1,1,Confirmed
575939762_44129201043_986143,1,1,1,1,Confirmed
575964021_91151054635_701500,2,2,1,1,Confirmed
57602248_45214033393_389499,5,2,3,1,Confirmed
576213360_59251510285_807714,1,1,1,1,Confirmed
576305479_50594669712_747715,2,2,1,2,Confirmed
576331039_503163062_367125,1,1,2,1,Confirmed
576355797_23291420573_407791,1,1,1,1,Confirmed
576357237_73377832507_204908,1,1,1,1,Confirmed
576393669_61252494980_235163,1,1,1,1,Confirmed
576521706_35816126336_20028,2,2,1,1,Confirmed
576538280_96926893368_64915,2,1,3,1,Confirmed
5765693_25724371872_368208,1,1,2,2,Confirmed
576591254_36958314631_122439,1,1,3,1,Confirmed
576638125_18121769072_661587,1,1,1,1,Confirmed
576685320_48419599132_129470,1,1,1,1,Confirmed
576738407_94529070449_547067,1,1,1,1,Confirmed
576757928_9694301386_3977,1,1,3,1,Confirmed
576771267_9510323494_380942,1,2,3,1,Confirmed
576772236_15425732435_649289,1,2,2,1,Confirmed
576925311_437385365_543127,3,2,2,1,Confirmed
577006136_175901104_814428,1,2,1,1,Confirmed
577031863_51211333333_662017,1,1,1,2,Confirmed
577235056_35199331472_355124,1,1,1,1,Confirmed
577276023_97731387934_111944,1,1,1,1,Confirmed
577286346_33729318295_932163,1,1,1,1,Confirmed
577405109_60985125738_505158,1,1,1,1,Confirmed
577479025_23003224575_613058,1,1,1,1,Confirmed
577529307_76146644235_684141,1,1,1,1,Confirmed
577588728_75704370541_832276,1,1,1,1,Confirmed
577664975_70623630265_716771,1,1,1,1,Confirmed
577838188_72581546183_38905,1,1,3,1,Confirmed
577883312_53722100855_797069,2,2,3,1,Confirmed
57795108_47481938152_362179,2,1,1,1,Confirmed
57801865_69907415442_489141,2,3,4,1,Confirmed
578046624_9950122662_844009,3,3,1,1,Confirmed
